Date,Product_ID,Product_Category,Units_Sold,Unit_Price,Total_Revenue,Stock_Level
2023-04-27,101,Electronics,5,238.0,1190.02,58
2023-04-27,102,Electronics,26,24.88,646.84,17
2023-04-27,103,Electronics,33,419.6,13846.64,0
2023-04-27,201,Clothing,4,471.26,1885.05,44
2023-04-27,202,Clothing,34,449.33,15277.09,75
2023-04-27,203,Clothing,25,107.06,2676.51,153
2023-04-27,301,Groceries,31,22.21,688.61,59
2023-04-27,302,Groceries,10,49.98,499.78,22
2023-04-27,303,Groceries,50,38.87,1943.36,69
2023-04-28,101,Electronics,16,93.09,1489.36,153
2023-04-28,102,Electronics,17,91.93,1562.87,95
2023-04-28,103,Electronics,40,147.07,5882.75,147
2023-04-28,201,Clothing,50,21.1,1054.89,152
2023-04-28,202,Clothing,7,427.86,2994.99,163
2023-04-28,203,Clothing,19,174.28,3311.41,102
2023-04-28,301,Groceries,1,19.69,19.69,196
2023-04-28,302,Groceries,17,22.33,379.69,177
2023-04-28,303,Groceries,27,25.42,686.32,142
2023-04-29,101,Electronics,50,183.48,9174.1,123
2023-04-29,102,Electronics,2,492.98,985.96,77
2023-04-29,103,Electronics,6,55.81,334.88,90
2023-04-29,201,Clothing,16,103.6,1657.57,166
2023-04-29,202,Clothing,32,261.92,8381.56,22
2023-04-29,203,Clothing,17,283.06,4811.96,108
2023-04-29,301,Groceries,47,15.94,749.37,159
2023-04-29,302,Groceries,8,14.82,118.58,62
2023-04-29,303,Groceries,25,45.6,1140.0,108
2023-04-30,101,Electronics,5,375.37,1876.83,174
2023-04-30,102,Electronics,42,415.17,17437.07,122
2023-04-30,103,Electronics,20,134.42,2688.4,60
2023-04-30,201,Clothing,15,58.75,881.31,140
2023-04-30,202,Clothing,13,199.67,2595.66,18
2023-04-30,203,Clothing,40,11.08,443.13,189
2023-04-30,301,Groceries,39,14.18,553.11,173
2023-04-30,302,Groceries,17,29.45,500.59,152
2023-04-30,303,Groceries,42,8.41,353.22,16
2023-05-01,101,Electronics,9,142.28,1280.51,47
2023-05-01,102,Electronics,38,221.46,8415.36,71
2023-05-01,103,Electronics,3,484.67,1454.02,127
2023-05-01,201,Clothing,18,369.88,6657.87,112
2023-05-01,202,Clothing,4,95.17,380.66,40
2023-05-01,203,Clothing,41,383.47,15722.31,19
2023-05-01,301,Groceries,19,35.83,680.84,105
2023-05-01,302,Groceries,45,45.04,2026.84,132
2023-05-01,303,Groceries,1,34.09,34.09,98
2023-05-02,101,Electronics,30,165.01,4950.35,6
2023-05-02,102,Electronics,2,144.63,289.27,104
2023-05-02,103,Electronics,27,235.85,6367.92,62
2023-05-02,201,Clothing,46,194.72,8957.01,194
2023-05-02,202,Clothing,7,458.11,3206.79,66
2023-05-02,203,Clothing,44,73.39,3229.18,15
2023-05-02,301,Groceries,33,46.27,1526.97,22
2023-05-02,302,Groceries,15,8.82,132.24,169
2023-05-02,303,Groceries,37,14.1,521.55,91
2023-05-03,101,Electronics,31,206.79,6410.59,126
2023-05-03,102,Electronics,12,168.81,2025.72,130
2023-05-03,103,Electronics,22,346.81,7629.91,117
2023-05-03,201,Clothing,2,344.76,689.51,123
2023-05-03,202,Clothing,38,320.44,12176.69,186
2023-05-03,203,Clothing,26,224.35,5833.15,114
2023-05-03,301,Groceries,16,13.61,217.83,2
2023-05-03,302,Groceries,49,35.03,1716.68,136
2023-05-03,303,Groceries,49,14.63,716.8,83
2023-05-04,101,Electronics,5,257.5,1287.5,161
2023-05-04,102,Electronics,8,111.18,889.41,190
2023-05-04,103,Electronics,32,486.24,15559.74,129
2023-05-04,201,Clothing,2,302.79,605.58,119
2023-05-04,202,Clothing,23,202.72,4662.63,82
2023-05-04,203,Clothing,16,88.36,1413.72,169
2023-05-04,301,Groceries,32,13.18,421.65,43
2023-05-04,302,Groceries,29,32.99,956.66,157
2023-05-04,303,Groceries,32,40.97,1311.15,155
2023-05-05,101,Electronics,34,443.08,15064.7,0
2023-05-05,102,Electronics,6,54.67,328.0,114
2023-05-05,103,Electronics,47,206.7,9714.68,46
2023-05-05,201,Clothing,46,102.17,4699.87,149
2023-05-05,202,Clothing,19,18.72,355.77,146
2023-05-05,203,Clothing,34,386.66,13146.42,182
2023-05-05,301,Groceries,25,17.71,442.78,95
2023-05-05,302,Groceries,4,20.43,81.73,177
2023-05-05,303,Groceries,13,34.04,442.52,9
2023-05-06,101,Electronics,24,107.78,2586.64,12
2023-05-06,102,Electronics,2,87.52,175.05,62
2023-05-06,103,Electronics,48,232.83,11175.65,148
2023-05-06,201,Clothing,40,466.04,18641.71,25
2023-05-06,202,Clothing,9,105.78,952.05,84
2023-05-06,203,Clothing,10,300.14,3001.39,190
2023-05-06,301,Groceries,37,27.57,1020.15,35
2023-05-06,302,Groceries,17,14.73,250.35,70
2023-05-06,303,Groceries,47,11.51,540.97,19
2023-05-07,101,Electronics,50,358.18,17908.79,122
2023-05-07,102,Electronics,30,29.67,890.2,99
2023-05-07,103,Electronics,29,155.91,4521.42,135
2023-05-07,201,Clothing,2,189.99,379.98,20
2023-05-07,202,Clothing,37,88.44,3272.4,13
2023-05-07,203,Clothing,14,267.67,3747.36,168
2023-05-07,301,Groceries,4,31.2,124.8,171
2023-05-07,302,Groceries,43,29.04,1248.88,158
2023-05-07,303,Groceries,22,5.12,112.64,58
2023-05-08,101,Electronics,35,439.81,15393.4,159
2023-05-08,102,Electronics,26,278.93,7252.24,168
2023-05-08,103,Electronics,16,351.2,5619.23,24
2023-05-08,201,Clothing,47,179.12,8418.82,76
2023-05-08,202,Clothing,34,48.6,1652.37,192
2023-05-08,203,Clothing,41,92.95,3811.02,0
2023-05-08,301,Groceries,20,20.43,408.58,136
2023-05-08,302,Groceries,28,27.63,773.74,72
2023-05-08,303,Groceries,23,22.18,510.09,55
2023-05-09,101,Electronics,27,489.19,13208.2,185
2023-05-09,102,Electronics,19,332.66,6320.51,8
2023-05-09,103,Electronics,41,85.22,3494.22,117
2023-05-09,201,Clothing,39,218.17,8508.48,8
2023-05-09,202,Clothing,44,498.45,21931.92,10
2023-05-09,203,Clothing,29,432.67,12547.31,179
2023-05-09,301,Groceries,48,18.16,871.5,95
2023-05-09,302,Groceries,11,26.44,290.88,164
2023-05-09,303,Groceries,42,23.76,997.82,65
2023-05-10,101,Electronics,42,365.94,15369.55,135
2023-05-10,102,Electronics,25,336.27,8406.82,57
2023-05-10,103,Electronics,8,174.94,1399.51,24
2023-05-10,201,Clothing,36,304.22,10951.98,60
2023-05-10,202,Clothing,13,345.64,4493.28,47
2023-05-10,203,Clothing,13,440.22,5722.89,75
2023-05-10,301,Groceries,3,41.18,123.55,14
2023-05-10,302,Groceries,17,49.53,842.06,161
2023-05-10,303,Groceries,17,43.65,741.98,133
2023-05-11,101,Electronics,13,458.38,5958.97,59
2023-05-11,102,Electronics,16,28.77,460.26,171
2023-05-11,103,Electronics,38,52.22,1984.19,149
2023-05-11,201,Clothing,15,434.13,6511.93,173
2023-05-11,202,Clothing,15,58.62,879.27,26
2023-05-11,203,Clothing,27,87.49,2362.34,104
2023-05-11,301,Groceries,21,21.13,443.73,62
2023-05-11,302,Groceries,38,40.01,1520.47,177
2023-05-11,303,Groceries,40,41.99,1679.7,171
2023-05-12,101,Electronics,14,173.06,2422.81,34
2023-05-12,102,Electronics,33,200.52,6617.27,110
2023-05-12,103,Electronics,23,151.41,3482.41,185
2023-05-12,201,Clothing,27,339.37,9163.08,121
2023-05-12,202,Clothing,1,182.57,182.57,100
2023-05-12,203,Clothing,8,381.14,3049.12,97
2023-05-12,301,Groceries,36,38.85,1398.49,169
2023-05-12,302,Groceries,5,41.92,209.58,195
2023-05-12,303,Groceries,14,30.63,428.85,89
2023-05-13,101,Electronics,18,77.38,1392.82,99
2023-05-13,102,Electronics,38,177.44,6742.6,121
2023-05-13,103,Electronics,16,424.83,6797.33,51
2023-05-13,201,Clothing,32,459.14,14692.47,179
2023-05-13,202,Clothing,31,417.34,12937.45,80
2023-05-13,203,Clothing,37,332.21,12291.92,65
2023-05-13,301,Groceries,28,36.99,1035.83,135
2023-05-13,302,Groceries,3,41.49,124.47,111
2023-05-13,303,Groceries,11,6.19,68.12,149
2023-05-14,101,Electronics,22,401.07,8823.51,160
2023-05-14,102,Electronics,43,419.29,18029.4,122
2023-05-14,103,Electronics,32,413.51,13232.48,153
2023-05-14,201,Clothing,19,68.47,1300.86,51
2023-05-14,202,Clothing,15,128.46,1926.85,7
2023-05-14,203,Clothing,46,463.18,21306.13,87
2023-05-14,301,Groceries,29,33.39,968.17,136
2023-05-14,302,Groceries,12,27.59,331.12,137
2023-05-14,303,Groceries,27,17.36,468.73,17
2023-05-15,101,Electronics,21,359.7,7553.71,49
2023-05-15,102,Electronics,50,34.66,1733.12,157
2023-05-15,103,Electronics,36,353.16,12713.81,151
2023-05-15,201,Clothing,6,285.35,1712.1,82
2023-05-15,202,Clothing,13,486.18,6320.4,77
2023-05-15,203,Clothing,3,303.5,910.49,61
2023-05-15,301,Groceries,7,9.49,66.44,133
2023-05-15,302,Groceries,2,24.38,48.76,132
2023-05-15,303,Groceries,35,28.15,985.21,168
2023-05-16,101,Electronics,24,367.09,8810.09,169
2023-05-16,102,Electronics,8,295.95,2367.57,200
2023-05-16,103,Electronics,12,294.13,3529.57,91
2023-05-16,201,Clothing,45,355.78,16009.95,136
2023-05-16,202,Clothing,30,62.04,1861.35,87
2023-05-16,203,Clothing,48,63.76,3060.29,182
2023-05-16,301,Groceries,28,20.39,570.85,28
2023-05-16,302,Groceries,26,6.02,156.39,17
2023-05-16,303,Groceries,32,9.52,304.53,163
2023-05-17,101,Electronics,11,293.65,3230.2,154
2023-05-17,102,Electronics,28,142.69,3995.35,198
2023-05-17,103,Electronics,11,172.76,1900.41,2
2023-05-17,201,Clothing,8,261.77,2094.13,196
2023-05-17,202,Clothing,24,243.26,5838.35,19
2023-05-17,203,Clothing,19,131.22,2493.22,187
2023-05-17,301,Groceries,38,32.62,1239.56,30
2023-05-17,302,Groceries,32,7.89,252.34,103
2023-05-17,303,Groceries,26,41.67,1083.3,76
2023-05-18,101,Electronics,23,471.17,10836.87,142
2023-05-18,102,Electronics,4,313.59,1254.36,160
2023-05-18,103,Electronics,17,102.12,1736.03,133
2023-05-18,201,Clothing,35,289.42,10129.54,84
2023-05-18,202,Clothing,45,283.38,12751.88,80
2023-05-18,203,Clothing,19,147.99,2811.87,112
2023-05-18,301,Groceries,5,31.64,158.2,35
2023-05-18,302,Groceries,10,17.78,177.76,91
2023-05-18,303,Groceries,43,5.98,257.14,98
2023-05-19,101,Electronics,10,419.04,4190.36,112
2023-05-19,102,Electronics,7,455.01,3185.1,99
2023-05-19,103,Electronics,18,219.66,3953.96,136
2023-05-19,201,Clothing,30,425.14,12754.09,138
2023-05-19,202,Clothing,18,76.91,1384.32,149
2023-05-19,203,Clothing,24,47.09,1130.16,11
2023-05-19,301,Groceries,10,49.56,495.64,192
2023-05-19,302,Groceries,17,45.34,770.84,73
2023-05-19,303,Groceries,31,23.11,716.45,20
2023-05-20,101,Electronics,19,309.38,5878.2,34
2023-05-20,102,Electronics,10,173.84,1738.41,55
2023-05-20,103,Electronics,26,492.41,12802.57,62
2023-05-20,201,Clothing,45,392.32,17654.53,5
2023-05-20,202,Clothing,20,375.33,7506.52,176
2023-05-20,203,Clothing,28,348.84,9767.56,186
2023-05-20,301,Groceries,30,11.99,359.7,194
2023-05-20,302,Groceries,25,24.84,620.92,16
2023-05-20,303,Groceries,17,17.49,297.33,89
2023-05-21,101,Electronics,47,167.8,7886.75,125
2023-05-21,102,Electronics,21,89.08,1870.6,18
2023-05-21,103,Electronics,22,161.18,3545.87,44
2023-05-21,201,Clothing,45,208.38,9377.19,146
2023-05-21,202,Clothing,22,471.57,10374.63,13
2023-05-21,203,Clothing,29,346.84,10058.34,140
2023-05-21,301,Groceries,8,15.48,123.85,93
2023-05-21,302,Groceries,50,42.9,2144.78,20
2023-05-21,303,Groceries,20,23.85,476.98,7
2023-05-22,101,Electronics,3,208.26,624.78,14
2023-05-22,102,Electronics,6,489.6,2937.63,168
2023-05-22,103,Electronics,50,307.2,15359.78,136
2023-05-22,201,Clothing,6,122.61,735.66,56
2023-05-22,202,Clothing,5,88.68,443.41,105
2023-05-22,203,Clothing,31,269.99,8369.81,59
2023-05-22,301,Groceries,19,35.83,680.68,135
2023-05-22,302,Groceries,43,15.16,651.78,178
2023-05-22,303,Groceries,3,7.97,23.91,197
2023-05-23,101,Electronics,5,153.41,767.05,52
2023-05-23,102,Electronics,3,414.32,1242.95,181
2023-05-23,103,Electronics,27,335.85,9067.84,186
2023-05-23,201,Clothing,11,460.09,5060.94,174
2023-05-23,202,Clothing,47,257.86,12119.65,93
2023-05-23,203,Clothing,33,321.89,10622.31,8
2023-05-23,301,Groceries,1,8.16,8.16,130
2023-05-23,302,Groceries,32,38.65,1236.81,93
2023-05-23,303,Groceries,1,21.77,21.77,159
2023-05-24,101,Electronics,36,35.45,1276.33,76
2023-05-24,102,Electronics,13,179.17,2329.22,24
2023-05-24,103,Electronics,6,135.49,812.96,145
2023-05-24,201,Clothing,17,317.51,5397.6,175
2023-05-24,202,Clothing,17,25.26,429.48,194
2023-05-24,203,Clothing,48,13.04,626.05,5
2023-05-24,301,Groceries,48,47.29,2269.77,64
2023-05-24,302,Groceries,50,32.15,1607.42,65
2023-05-24,303,Groceries,19,14.15,268.93,10
2023-05-25,101,Electronics,15,325.51,4882.69,15
2023-05-25,102,Electronics,40,213.24,8529.7,177
2023-05-25,103,Electronics,7,47.38,331.67,146
2023-05-25,201,Clothing,35,22.54,788.81,84
2023-05-25,202,Clothing,11,275.71,3032.76,128
2023-05-25,203,Clothing,19,151.96,2887.32,6
2023-05-25,301,Groceries,42,43.31,1819.21,93
2023-05-25,302,Groceries,21,32.1,674.16,43
2023-05-25,303,Groceries,34,16.05,545.69,131
2023-05-26,101,Electronics,24,87.05,2089.15,0
2023-05-26,102,Electronics,37,422.8,15643.65,16
2023-05-26,103,Electronics,14,267.36,3743.08,6
2023-05-26,201,Clothing,22,307.82,6772.04,122
2023-05-26,202,Clothing,33,469.41,15490.67,124
2023-05-26,203,Clothing,18,365.85,6585.26,45
2023-05-26,301,Groceries,36,48.16,1733.74,66
2023-05-26,302,Groceries,29,40.34,1169.78,21
2023-05-26,303,Groceries,46,5.42,249.26,159
2023-05-27,101,Electronics,42,171.81,7216.16,119
2023-05-27,102,Electronics,24,13.47,323.24,123
2023-05-27,103,Electronics,16,130.26,2084.16,119
2023-05-27,201,Clothing,22,65.88,1449.37,67
2023-05-27,202,Clothing,16,274.45,4391.24,96
2023-05-27,203,Clothing,18,268.72,4837.04,57
2023-05-27,301,Groceries,23,9.33,214.51,37
2023-05-27,302,Groceries,45,29.64,1333.72,124
2023-05-27,303,Groceries,50,5.87,293.34,168
2023-05-28,101,Electronics,9,170.89,1538.0,163
2023-05-28,102,Electronics,34,141.36,4806.08,6
2023-05-28,103,Electronics,47,487.69,22921.4,2
2023-05-28,201,Clothing,38,473.93,18009.21,127
2023-05-28,202,Clothing,6,273.31,1639.88,114
2023-05-28,203,Clothing,24,10.39,249.41,45
2023-05-28,301,Groceries,16,40.99,655.77,64
2023-05-28,302,Groceries,49,41.46,2031.53,86
2023-05-28,303,Groceries,3,24.87,74.62,8
2023-05-29,101,Electronics,28,493.39,13814.87,105
2023-05-29,102,Electronics,10,127.26,1272.6,165
2023-05-29,103,Electronics,15,451.13,6766.89,78
2023-05-29,201,Clothing,27,445.85,12038.07,171
2023-05-29,202,Clothing,49,14.7,720.47,157
2023-05-29,203,Clothing,33,99.7,3290.18,19
2023-05-29,301,Groceries,39,43.96,1714.52,80
2023-05-29,302,Groceries,47,40.07,1883.22,31
2023-05-29,303,Groceries,35,11.9,416.34,138
2023-05-30,101,Electronics,42,235.16,9876.88,88
2023-05-30,102,Electronics,41,236.61,9701.05,128
2023-05-30,103,Electronics,7,83.8,586.6,121
2023-05-30,201,Clothing,15,144.78,2171.74,195
2023-05-30,202,Clothing,10,378.49,3784.89,116
2023-05-30,203,Clothing,24,499.99,11999.76,152
2023-05-30,301,Groceries,32,26.47,847.2,61
2023-05-30,302,Groceries,34,44.16,1501.52,191
2023-05-30,303,Groceries,28,29.62,829.46,80
2023-05-31,101,Electronics,32,196.64,6292.57,165
2023-05-31,102,Electronics,1,458.55,458.55,192
2023-05-31,103,Electronics,34,339.42,11540.13,109
2023-05-31,201,Clothing,7,299.91,2099.35,107
2023-05-31,202,Clothing,41,15.11,619.35,164
2023-05-31,203,Clothing,10,365.72,3657.18,70
2023-05-31,301,Groceries,5,13.78,68.9,10
2023-05-31,302,Groceries,33,6.32,208.41,178
2023-05-31,303,Groceries,28,12.88,360.78,173
2023-06-01,101,Electronics,22,154.32,3395.13,85
2023-06-01,102,Electronics,14,238.97,3345.63,90
2023-06-01,103,Electronics,16,308.35,4933.52,14
2023-06-01,201,Clothing,6,136.08,816.48,192
2023-06-01,202,Clothing,33,202.62,6686.53,101
2023-06-01,203,Clothing,32,313.39,10028.38,80
2023-06-01,301,Groceries,37,25.58,946.49,148
2023-06-01,302,Groceries,17,41.03,697.47,47
2023-06-01,303,Groceries,49,39.29,1925.44,57
2023-06-02,101,Electronics,37,421.95,15612.2,126
2023-06-02,102,Electronics,8,83.89,671.1,180
2023-06-02,103,Electronics,6,434.53,2607.21,49
2023-06-02,201,Clothing,21,370.62,7782.92,191
2023-06-02,202,Clothing,26,391.13,10169.29,127
2023-06-02,203,Clothing,23,250.46,5760.56,31
2023-06-02,301,Groceries,17,47.97,815.48,73
2023-06-02,302,Groceries,12,21.26,255.15,78
2023-06-02,303,Groceries,35,26.24,918.5,162
2023-06-03,101,Electronics,38,277.91,10560.43,88
2023-06-03,102,Electronics,7,140.36,982.49,129
2023-06-03,103,Electronics,45,74.0,3330.15,119
2023-06-03,201,Clothing,35,254.31,8900.73,182
2023-06-03,202,Clothing,37,356.98,13208.38,62
2023-06-03,203,Clothing,13,150.39,1955.01,93
2023-06-03,301,Groceries,7,27.85,194.93,111
2023-06-03,302,Groceries,6,13.14,78.81,132
2023-06-03,303,Groceries,29,41.08,1191.32,104
2023-06-04,101,Electronics,3,444.53,1333.59,139
2023-06-04,102,Electronics,33,239.98,7919.35,70
2023-06-04,103,Electronics,47,96.66,4543.2,119
2023-06-04,201,Clothing,10,413.8,4137.96,150
2023-06-04,202,Clothing,14,432.73,6058.16,197
2023-06-04,203,Clothing,4,167.2,668.78,187
2023-06-04,301,Groceries,19,48.08,913.44,81
2023-06-04,302,Groceries,3,15.19,45.57,70
2023-06-04,303,Groceries,19,6.83,129.85,113
2023-06-05,101,Electronics,44,442.01,19448.41,61
2023-06-05,102,Electronics,47,404.1,18992.58,177
2023-06-05,103,Electronics,41,415.73,17044.92,58
2023-06-05,201,Clothing,48,275.32,13215.43,104
2023-06-05,202,Clothing,49,478.06,23425.12,177
2023-06-05,203,Clothing,7,473.72,3316.05,105
2023-06-05,301,Groceries,37,48.14,1781.04,106
2023-06-05,302,Groceries,42,30.25,1270.48,6
2023-06-05,303,Groceries,25,45.46,1136.49,182
2023-06-06,101,Electronics,44,250.44,11019.27,186
2023-06-06,102,Electronics,36,233.21,8395.53,90
2023-06-06,103,Electronics,47,231.35,10873.65,186
2023-06-06,201,Clothing,14,213.1,2983.43,90
2023-06-06,202,Clothing,42,355.97,14950.59,68
2023-06-06,203,Clothing,38,468.0,17783.99,61
2023-06-06,301,Groceries,2,32.64,65.29,36
2023-06-06,302,Groceries,32,7.98,255.5,64
2023-06-06,303,Groceries,12,37.49,449.91,102
2023-06-07,101,Electronics,2,138.27,276.55,169
2023-06-07,102,Electronics,30,262.39,7871.67,159
2023-06-07,103,Electronics,24,397.53,9540.81,152
2023-06-07,201,Clothing,44,63.36,2787.72,36
2023-06-07,202,Clothing,21,356.7,7490.64,17
2023-06-07,203,Clothing,18,160.44,2887.91,43
2023-06-07,301,Groceries,9,6.83,61.46,110
2023-06-07,302,Groceries,20,28.89,577.82,76
2023-06-07,303,Groceries,9,48.1,432.94,196
2023-06-08,101,Electronics,36,248.11,8931.87,193
2023-06-08,102,Electronics,23,294.13,6765.0,114
2023-06-08,103,Electronics,34,142.69,4851.44,54
2023-06-08,201,Clothing,11,416.71,4583.86,194
2023-06-08,202,Clothing,6,283.06,1698.39,169
2023-06-08,203,Clothing,13,316.66,4116.55,86
2023-06-08,301,Groceries,45,39.58,1781.26,171
2023-06-08,302,Groceries,41,13.94,571.35,188
2023-06-08,303,Groceries,2,32.77,65.54,64
2023-06-09,101,Electronics,17,343.36,5837.15,111
2023-06-09,102,Electronics,16,453.41,7254.57,6
2023-06-09,103,Electronics,39,282.99,11036.45,132
2023-06-09,201,Clothing,1,188.47,188.47,45
2023-06-09,202,Clothing,49,158.08,7746.09,51
2023-06-09,203,Clothing,48,388.71,18658.12,122
2023-06-09,301,Groceries,28,13.53,378.82,113
2023-06-09,302,Groceries,42,30.99,1301.71,70
2023-06-09,303,Groceries,36,13.79,496.47,193
2023-06-10,101,Electronics,25,56.89,1422.14,168
2023-06-10,102,Electronics,33,427.02,14091.8,56
2023-06-10,103,Electronics,25,256.63,6415.71,195
2023-06-10,201,Clothing,13,195.89,2546.56,142
2023-06-10,202,Clothing,2,444.73,889.47,101
2023-06-10,203,Clothing,13,416.52,5414.73,124
2023-06-10,301,Groceries,36,44.38,1597.84,89
2023-06-10,302,Groceries,10,44.85,448.51,42
2023-06-10,303,Groceries,36,31.15,1121.39,150
2023-06-11,101,Electronics,49,87.29,4277.03,171
2023-06-11,102,Electronics,38,316.21,12015.92,183
2023-06-11,103,Electronics,41,433.51,17773.75,127
2023-06-11,201,Clothing,30,246.4,7392.07,188
2023-06-11,202,Clothing,28,193.48,5417.43,123
2023-06-11,203,Clothing,22,152.86,3362.86,38
2023-06-11,301,Groceries,38,48.66,1848.89,63
2023-06-11,302,Groceries,26,45.55,1184.3,173
2023-06-11,303,Groceries,35,40.81,1428.3,168
2023-06-12,101,Electronics,49,77.21,3783.33,31
2023-06-12,102,Electronics,28,442.85,12399.84,152
2023-06-12,103,Electronics,20,44.2,883.92,60
2023-06-12,201,Clothing,13,189.04,2457.47,5
2023-06-12,202,Clothing,8,265.79,2126.35,130
2023-06-12,203,Clothing,28,168.75,4725.0,136
2023-06-12,301,Groceries,45,9.92,446.61,185
2023-06-12,302,Groceries,1,32.28,32.28,112
2023-06-12,303,Groceries,5,23.01,115.03,130
2023-06-13,101,Electronics,40,96.87,3874.74,139
2023-06-13,102,Electronics,20,181.13,3622.59,53
2023-06-13,103,Electronics,6,42.99,257.94,9
2023-06-13,201,Clothing,33,414.0,13661.85,77
2023-06-13,202,Clothing,31,481.01,14911.39,117
2023-06-13,203,Clothing,25,257.52,6437.95,101
2023-06-13,301,Groceries,24,8.85,212.5,14
2023-06-13,302,Groceries,41,41.76,1712.21,184
2023-06-13,303,Groceries,24,15.25,366.03,75
2023-06-14,101,Electronics,45,447.29,20127.83,29
2023-06-14,102,Electronics,26,60.87,1582.67,74
2023-06-14,103,Electronics,10,69.85,698.47,132
2023-06-14,201,Clothing,27,215.32,5813.68,168
2023-06-14,202,Clothing,40,370.04,14801.73,45
2023-06-14,203,Clothing,43,136.45,5867.22,29
2023-06-14,301,Groceries,9,22.95,206.51,83
2023-06-14,302,Groceries,2,38.18,76.37,148
2023-06-14,303,Groceries,26,40.89,1063.13,118
2023-06-15,101,Electronics,13,84.72,1101.34,115
2023-06-15,102,Electronics,12,392.52,4710.29,164
2023-06-15,103,Electronics,30,419.57,12587.1,19
2023-06-15,201,Clothing,45,474.42,21348.68,71
2023-06-15,202,Clothing,16,111.4,1782.47,187
2023-06-15,203,Clothing,29,203.96,5914.73,99
2023-06-15,301,Groceries,31,47.15,1461.7,81
2023-06-15,302,Groceries,18,36.51,657.1,26
2023-06-15,303,Groceries,24,43.84,1052.17,85
2023-06-16,101,Electronics,18,361.8,6512.44,13
2023-06-16,102,Electronics,27,11.55,311.79,174
2023-06-16,103,Electronics,17,118.79,2019.51,96
2023-06-16,201,Clothing,16,174.85,2797.53,134
2023-06-16,202,Clothing,33,109.0,3596.92,70
2023-06-16,203,Clothing,32,236.12,7555.7,195
2023-06-16,301,Groceries,46,26.13,1201.97,27
2023-06-16,302,Groceries,42,13.33,559.95,118
2023-06-16,303,Groceries,32,43.53,1392.98,14
2023-06-17,101,Electronics,13,286.86,3729.16,111
2023-06-17,102,Electronics,3,385.29,1155.86,169
2023-06-17,103,Electronics,21,251.48,5281.06,24
2023-06-17,201,Clothing,4,377.79,1511.16,117
2023-06-17,202,Clothing,42,107.54,4516.6,169
2023-06-17,203,Clothing,13,384.19,4994.41,176
2023-06-17,301,Groceries,29,13.17,381.98,25
2023-06-17,302,Groceries,9,13.03,117.29,194
2023-06-17,303,Groceries,36,16.31,587.09,170
2023-06-18,101,Electronics,23,299.01,6877.12,111
2023-06-18,102,Electronics,41,179.34,7353.09,63
2023-06-18,103,Electronics,5,229.76,1148.78,167
2023-06-18,201,Clothing,37,352.14,13029.19,118
2023-06-18,202,Clothing,40,219.88,8795.13,62
2023-06-18,203,Clothing,44,107.3,4721.12,118
2023-06-18,301,Groceries,33,14.48,477.7,74
2023-06-18,302,Groceries,7,15.66,109.62,92
2023-06-18,303,Groceries,36,28.07,1010.49,174
2023-06-19,101,Electronics,11,218.81,2406.9,174
2023-06-19,102,Electronics,36,12.32,443.54,82
2023-06-19,103,Electronics,25,210.04,5251.01,149
2023-06-19,201,Clothing,18,234.49,4220.91,164
2023-06-19,202,Clothing,30,143.13,4293.75,154
2023-06-19,203,Clothing,44,49.65,2184.66,32
2023-06-19,301,Groceries,22,45.84,1008.4,109
2023-06-19,302,Groceries,30,33.06,991.93,37
2023-06-19,303,Groceries,28,37.56,1051.66,173
2023-06-20,101,Electronics,39,244.89,9550.61,100
2023-06-20,102,Electronics,2,494.71,989.42,174
2023-06-20,103,Electronics,6,193.89,1163.34,31
2023-06-20,201,Clothing,50,270.69,13534.26,72
2023-06-20,202,Clothing,16,257.52,4120.29,79
2023-06-20,203,Clothing,20,78.62,1572.42,111
2023-06-20,301,Groceries,26,41.29,1073.61,141
2023-06-20,302,Groceries,10,43.16,431.63,3
2023-06-20,303,Groceries,15,35.86,537.96,137
2023-06-21,101,Electronics,22,278.45,6125.86,138
2023-06-21,102,Electronics,37,209.5,7751.37,166
2023-06-21,103,Electronics,25,339.31,8482.8,177
2023-06-21,201,Clothing,39,418.98,16340.31,131
2023-06-21,202,Clothing,35,474.93,16622.39,130
2023-06-21,203,Clothing,49,453.35,22213.96,36
2023-06-21,301,Groceries,36,20.61,741.81,80
2023-06-21,302,Groceries,19,10.33,196.28,196
2023-06-21,303,Groceries,27,12.36,333.84,34
2023-06-22,101,Electronics,16,147.05,2352.82,29
2023-06-22,102,Electronics,15,436.87,6553.01,116
2023-06-22,103,Electronics,48,422.6,20284.91,91
2023-06-22,201,Clothing,10,417.35,4173.49,133
2023-06-22,202,Clothing,22,163.19,3590.07,47
2023-06-22,203,Clothing,20,94.4,1887.91,77
2023-06-22,301,Groceries,48,26.22,1258.76,197
2023-06-22,302,Groceries,44,36.22,1593.65,11
2023-06-22,303,Groceries,28,47.04,1317.12,68
2023-06-23,101,Electronics,16,282.76,4524.21,163
2023-06-23,102,Electronics,6,455.58,2733.45,176
2023-06-23,103,Electronics,23,350.15,8053.44,183
2023-06-23,201,Clothing,10,66.95,669.51,10
2023-06-23,202,Clothing,33,62.99,2078.52,190
2023-06-23,203,Clothing,46,160.41,7378.72,132
2023-06-23,301,Groceries,9,28.95,260.51,88
2023-06-23,302,Groceries,15,48.8,731.97,151
2023-06-23,303,Groceries,24,40.01,960.29,1
2023-06-24,101,Electronics,8,246.51,1972.1,185
